Name,URL,MRP,Brand,In_The_Box,Type,Model_Name,Capacity_in_Tons,Star_Rating,BEE_Rating_Year,Color,Cooling_and_Heating,Cooling_Capacity,Compressor,Dehumidification,Remote_Control,Refrigerant,Condenser_Coil,Indoor_W_x_H_x_D,Indoor_Unit_Weight,Outdoor_W_x_H_x_D,Outdoor_Unit_Weight,Indoor_Noise_Level,Indoor_Temperature_Indicator,Turbo_Mode,ISEER,Other_Performance_Features,Evaporator_in_Type,Condenser_Fin_Type,Stepped_Louvers,Auto_Air_Swing,Anti_bacteria_Filter,Dust_Filter,Active_Carbon_Filter,Deodorizing_Filter,Other_Filter_Features,Auto_Restart,Timer,Child_Lock,Quiet_Mode,Sleep_Mode,Memory_Feature,Self_Diagnosis,Emergency_Operational_Button,Power_Requirement,Power_Consumption,Night_Glow_Buttons_on_Remote,Battery_Type,Air_Circulation,Other_Remote_Control_Features,Operating_Modes,Technology_Used,Panel_Display,Cooling_Coverage_Area,Additional_Features,Operating_Current,Other_Body_and_Design_Features,Other_Convenience_Features,Other_Power_Features,LED_Backlit_Buttons,Other_Air_Flow_Features,Other_Dimensions
"Livpure 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White  (HKS-IN18K3S19A, Copper Condenser)",https://www.flipkart.com/livpure-1-5-ton-3-star-split-inverter-ac-wi-fi-connect-white/p/itmff2jz4xh2rvns?pid=ACNFF2JZMGGFTC67&lid=LSTACNFF2JZMGGFTC679GDAH6&marketplace=FLIPKART&spotlightTagId=TrendingId_j9e%2Fabm%2Fc54&srno=b_4_75&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFF2JZMGGFTC67.SEARCH&ssid=ytmywgtc0w0000001585503478267,44990,Livpure,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manuals, Warranty Card",Split,HKS-IN18K3S19A,1.5 Ton,3 Star BEE Rating,2019,White,No,5100 W,Inverter,Yes,Yes,R32,Copper,100 cm x 29.5 cm x 23 cm,11 kg,78 cm x 55.7 cm x 24.1 cm,29 kg,Low - 43 dB,Info Not Available,Yes,Info Not Available,"Hydrofolic Fins, 100 % Copper Coil, Eco-friendly Refrigerant",Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Yes,Yes,Fine Mesh Dust Filter,Yes,Yes,Info Not Available,Yes,Yes,Yes,Yes,Info Not Available,AC 230 V,1600 W,Yes,AAA Batteries,1100 CMH,Info Not Available,"Auto Mode, Dry Mode, Cool Mode, Fan Mode",Info Not Available,Hidden,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Silent Mode, Intelligent Geo Fencing, Convert Your Mobile into Remote, HEKA Technology, Artificial Intelligence and Machine Learning Solution for Smart Advantage, Smart Auto Service Alert and Protection i-Diagnosis, 3 Intelligent Modes, Voice Controlled Automation Device",Info Not Available,Yes,Info Not Available,Info Not Available
"LG 2 Ton 3 Star Split Dual Inverter AC  - White  (LS-Q24HNXA1, Copper Condenser)",https://www.flipkart.com/lg-2-ton-3-star-split-dual-inverter-ac-white/p/itm197be53a5e723?pid=ACNFZDFD5SDXHQQV&lid=LSTACNFZDFD5SDXHQQV3CA3H7&marketplace=FLIPKART&srno=b_4_76&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZDFD5SDXHQQV.SEARCH&ssid=ytmywgtc0w0000001585503478267,74990,LG,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manual, Warranty Card, 2 AAA Batteries",Split,LS-Q24HNXA1,2 Ton,3 Star BEE Rating,2020,White,No,6300 W,Dual Rotary,Yes,Yes,R32,Copper,99.8 cm x 33 cm x 21 cm,11.5 kg,87 cm x 65 cm x 33 cm,40 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Ocean Black Fin,Yes,Yes,Yes,Yes,Info Not Available,Info Not Available,HD Filter,Yes,Yes,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,AC 230 V,1232.78 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Dualcool,Info Not Available,Upto 150 sq ft sq ft,"Super Silent Operation, Himalaya Cool for Instant Cooling, Hi-Grooved Copper, Stabilizer Free Operation, Smart Diagnosis, Himalaya Cool, Monsoon Comfort, Cools at 52 DegreeC",Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available
"Daikin 2.2 Ton 3 Star Split Inverter AC  - White  (FTKL71TV16T, Copper Condenser)",https://www.flipkart.com/daikin-2-2-ton-3-star-split-inverter-ac-white/p/itmac8ab7825daa8?pid=ACNFZ2ZHHVGFUHGR&lid=LSTACNFZ2ZHHVGFUHGRWFEPUJ&marketplace=FLIPKART&srno=b_4_77&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZ2ZHHVGFUHGR.SEARCH&ssid=ytmywgtc0w0000001585503478267,73900,Daikin,1 Indoor Unit1 Outdoor UnitInter Connecting PipesRemote3 ManualsWarranty Card,Split,FTKL71TV16T,2.2 Ton,3 Star BEE Rating,2019,White,No,7100 W,Neo Swing,No,Yes,R-32,Copper,110 cm x 31 cm x 23.9 cm,18 kg,84.5 cm x 59.5 cm x 30 cm,47 kg,Info Not Available,Info Not Available,Yes,3.99 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Yes,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",2410 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Hitachi 1.5 Ton 3 Star Split Inverter Expandable AC  - White  (RSD/ESD/CSD-318HBEA.Z, Copper Condenser)",https://www.flipkart.com/hitachi-1-5-ton-3-star-split-inverter-expandable-ac-white/p/itmfen55px64fvds?pid=ACNFEN55YS7HR6YJ&lid=LSTACNFEN55YS7HR6YJGDQC5J&marketplace=FLIPKART&srno=b_4_78&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFEN55YS7HR6YJ.SEARCH&ssid=ytmywgtc0w0000001585503478267,51390,Hitachi,1 Indoor UnitInstallation KitManual1 Outdoor UnitRemote,Split,RSD/ESD/CSD-318HBEA.Z,1.5 Ton,3 Star BEE Rating,2019,White,Info Not Available,5275 W,Rotary,Yes,Yes,R410A,Copper,750 mm x 548 mm x 288 mm,11.2 kg,968 mm x 294 mm x 240 mm,33.4 kg,Info Not Available,Info Not Available,Info Not Available,3.95 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1720 W,Info Not Available,Info Not Available,583 CFM,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Daikin 0.8 Ton 3 Star Split AC  - White  (FTL28TV16X2, Copper Condenser)",https://www.flipkart.com/daikin-0-8-ton-3-star-split-ac-white/p/itm73cfcffee75f4?pid=ACNFM438VZ2G3QMY&lid=LSTACNFM438VZ2G3QMYVUKU3P&marketplace=FLIPKART&srno=b_4_79&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFM438VZ2G3QMY.SEARCH&ssid=ytmywgtc0w0000001585503478267,27900,Daikin,"1 Indoor Unit, 1 Outdoor Unit, Operating Manual, Remote, Coper Pipe",Split,FTL28TV16X2,0.8 Ton,3 Star BEE Rating,2019,White,Info Not Available,2800 W,Rotary,Yes,Yes,R32,Copper,80 cm x 28.3 cm x 19.8 cm,8 kg,76.5 cm x 55 cm x 28.5 cm,28 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",767 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Whirlpool 0.8 Ton 3 Star Split Inverter AC  - White  (0.8T MAGICOOL INVERTER 3S COPR-W-I/ODU, Copper Condenser)",https://www.flipkart.com/whirlpool-0-8-ton-3-star-split-inverter-ac-white/p/itmf277zg7xtkjac?pid=ACNF277ZH7RGFXBS&lid=LSTACNF277ZH7RGFXBSJ3NHLZ&marketplace=FLIPKART&srno=b_4_80&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNF277ZH7RGFXBS.SEARCH&ssid=ytmywgtc0w0000001585503478267,37000,Whirlpool,1 AC Unit Installation Kit,Split,0.8T MAGICOOL INVERTER 3S COPR-W-I/ODU,0.8 Ton,3 Star BEE Rating,2018,White,No,2600 W,Twin Rotary,Yes,Yes,Info Not Available,Copper,79 cm x 21 cm x 27 cm,8 kg,66 cm x 53 cm x 24 cm,24 kg,Info Not Available,Yes,Yes,3.7 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,No,Yes,No,No,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",767 W,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Power Consumption Cooling: Low - 340 W, High - 1182 W",Info Not Available,Info Not Available,Info Not Available
"Lloyd 1.5 Ton 3 Star Split Inverter AC  - White  (LS18I31BA, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-inverter-ac-white/p/itmf4czypxdkzdux?pid=ACNF4CZYNXYYCQGE&lid=LSTACNF4CZYNXYYCQGED49J58&marketplace=FLIPKART&srno=b_4_81&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNF4CZYNXYYCQGE.SEARCH&ssid=ytmywgtc0w0000001585503478267,58990,Lloyd,1 Indoor UnitManualsWarranty CardInter Connecting Pipe1 Outdoor UnitRemote,Split,LS18I31BA,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5100 W,Rotary,Yes,Yes,R-410A,Copper,90 cm x 22 cm x 29.1 cm,11 kg,78 cm x 54.2 cm x 27.1 cm,31 kg,Info Not Available,Info Not Available,Info Not Available,3.68 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Clean Air Filter,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1800 W,Info Not Available,Info Not Available,840 CMH,Info Not Available,Info Not Available,Info Not Available,Hidden LED,Info Not Available,Indoor Noise: 42 dB,Info Not Available,100% Inner Grooved Copper,Info Not Available,"Input Current: 7.8/2.75 A, Input Power Half Load: 630 W, Cooling Capacity Half Load: 2550 W",Info Not Available,Info Not Available,Info Not Available
"Toshiba 1.5 Ton 3 Star Split AC  - White  (RAS-18J2KG-IN / RAS-18J2AG-IN, Copper Condenser)",https://www.flipkart.com/toshiba-1-5-ton-3-star-split-ac-white/p/itmd1b62d1ec5666?pid=ACNFNXN6JCZUJNGJ&lid=LSTACNFNXN6JCZUJNGJJFPFH2&marketplace=FLIPKART&srno=b_4_82&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFNXN6JCZUJNGJ.SEARCH&ssid=ytmywgtc0w0000001585503478267,Not Available,Toshiba,1 Indoor Unit1 Outdoor UnitRemoteRemote Control Holder2 ManualsInstallation PlateScrews,Split,RAS-18J2KG-IN / RAS-18J2AG-IN,1.5 Ton,3 Star BEE Rating,2019,White,No,5432 W,Rotary,Yes,Yes,R32,Copper,80 cm x 29.5 cm x 23 cm,11.5 kg,78 cm x 55.7 cm x 24.1 cm,39 kg,"High - 45 dB, Low - 41 dB",No,Yes,3.88 W/W,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 - 240 V, 50 Hz",1800 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Carrier 2 Ton 3 Star Split Inverter AC  - White  (24K 3 STAR ESTER NEO-i INVERTER R32 SPLIT AC, Copper Condenser)",https://www.flipkart.com/carrier-2-ton-3-star-split-inverter-ac-white/p/itm1ef18828b9655?pid=ACNFZVZZYQZ99KKY&lid=LSTACNFZVZZYQZ99KKYRXEJS2&marketplace=FLIPKART&srno=b_4_83&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZVZZYQZ99KKY.SEARCH&ssid=ytmywgtc0w0000001585503478267,60990,Carrier,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, 2 Batteries, Remote Holder, User Manual, Warranty Card",Split,24K 3 STAR ESTER NEO-i INVERTER R32 SPLIT AC,2 Ton,3 Star BEE Rating,2020,White,No,6200 W,Rotary,Yes,Yes,R32,Copper,104.5 cm x 31.5 cm x 23.5 cm,14.2 kg,84.5 cm x 70 cm x 32 cm,36 kg,Low - 39 dB,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1985 W,Info Not Available,2,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,2 Way Cooling,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Daikin 1.5 Ton 3 Star Split AC  - White  (MTL50TV16V3/RL50TV16V3, Copper Condenser)",https://www.flipkart.com/daikin-1-5-ton-3-star-split-ac-white/p/itm6bac98e562709?pid=ACNFZ2ZNZ4PSXGNG&lid=LSTACNFZ2ZNZ4PSXGNGNTMKXR&marketplace=FLIPKART&srno=b_4_84&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZ2ZNZ4PSXGNG.SEARCH&ssid=ytmywgtc0w0000001585503478267,43800,Daikin,1 Indoor Unit1 Outdoor UnitInter Connecting PipesRemote3 ManualsWarranty Card,Split,MTL50TV16V3/RL50TV16V3,1.5 Ton,3 Star BEE Rating,2019,White,No,5200 W,Rotary,No,Yes,R-32,Copper,80 cm x 29.8 cm x 22.9 cm,16 kg,84.5 cm x 59.5 cm x 30 cm,51 kg,Info Not Available,Info Not Available,Yes,3.65 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Yes,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1425 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Lloyd 1.5 Ton 3 Star Split AC  - White  (LS18B32ABWA, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-ac-white/p/itmd24b865652ff7?pid=ACNFGGSFGBQNMEDM&lid=LSTACNFGGSFGBQNMEDMW2WVKC&marketplace=FLIPKART&srno=b_4_85&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFGGSFGBQNMEDM.SEARCH&ssid=ytmywgtc0w0000001585503478267,52990,Lloyd,1 Indoor Unit1 Remote Control1 Connecting WireUser Manual1 Installation Accessory Kit1 Drain Pipe,Split,LS18B32ABWA,1.5 Ton,3 Star BEE Rating,2019,White,No,5050 W,Rotary,Yes,Yes,R-32,Copper,96.5 cm x 31.9 cm x 21.5 cm,12.8 kg,78 cm x 53 cm x 24 cm,35 kg,Info Not Available,Info Not Available,Info Not Available,3.56 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1420 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Toshiba 1 Ton 3 Star Split Inverter AC  - White  (RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ, Copper Condenser)",https://www.flipkart.com/toshiba-1-ton-3-star-split-inverter-ac-white/p/itmbdb8c88e25930?pid=ACNFNXN6DWBEPKUM&lid=LSTACNFNXN6DWBEPKUMYJT2WK&marketplace=FLIPKART&srno=b_4_86&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFNXN6DWBEPKUM.SEARCH&ssid=ytmywgtc0w0000001585503478267,Not Available,Toshiba,1 Indoor Unit1 Outdoor UnitRemoteRemote Control Holder2 ManualsInstallation PlateScrews,Split,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,1 Ton,3 Star BEE Rating,2019,White,No,3500 W,Rotary,Yes,Yes,R32,Copper,79.8 cm x 29.3 cm x 23 cm,10 kg,66 cm x 53 cm x 24 cm,22 kg,"High - 43 dB, Low - 23 dB",No,Yes,3.7 W/W,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 - 240 V, 50 Hz",1200 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"LG 2 Ton 3 Star Split Dual Inverter AC  - White  (KS-Q24ENXA, Copper Condenser)",https://www.flipkart.com/lg-2-ton-3-star-split-dual-inverter-ac-white/p/itmfchhjemkqj7xz?pid=ACNFCHHJ6KUSH24N&lid=LSTACNFCHHJ6KUSH24N1NJOWV&marketplace=FLIPKART&srno=b_4_87&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFCHHJ6KUSH24N.SEARCH&ssid=ytmywgtc0w0000001585503478267,63990,LG,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manuals, Warranty Card, 2 Batteries, Inter Connecting Wire",Split,KS-Q24ENXA,2 Ton,3 Star BEE Rating,2019,White,No,6200 W,Dual Rotary,Yes,Yes,R32,Copper,99.8 cm x 33 cm x 21 cm,11 kg,87 cm x 65.5 cm x 32.2 cm,39 kg,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Yes,Yes,Info Not Available,Yes,Yes,Yes,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",2090 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Carrier 1.5 Ton 3 Star Split Inverter AC  - White  (18K 3 Star Ester+ Hybridjet Inverter R410A Split AC (I002) / 18K 3 Star Hybridjet Inv R410A ODU (I002), Copper Condenser)",https://www.flipkart.com/carrier-1-5-ton-3-star-split-inverter-ac-white/p/itmfcschbeb7dfya?pid=ACNFCSCHNNBHUCAF&lid=LSTACNFCSCHNNBHUCAFAM4RCW&marketplace=FLIPKART&srno=b_4_88&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFCSCHNNBHUCAF.SEARCH&ssid=ytmywgtc0w0000001585503478267,57500,Carrier,1 Indoor UnitManualKit1 Outdoor Unit2 BatteriesRemote,Split,18K 3 Star Ester+ Hybridjet Inverter R410A Split AC (I002) / 18K 3 Star Hybridjet Inv R410A ODU (I002),1.5 Ton,3 Star BEE Rating,2019,White,No,5276 W,Rotary,Yes,Yes,R410a,Copper,965 mm x 324 mm x 228 mm,12.2 kg,780 mm x 540 mm x 250 mm,28 kg,"High - 44 dB, Low - 38 dB",No,Yes,Info Not Available,Info Not Available,Hydrophilic Aluminium Fin,Aluminium Slit Fin,Yes,Yes,No,Yes,Info Not Available,Info Not Available,PM 2.5 Filter and Air Cleaner,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1700 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden Display,Info Not Available,"Flexi Cool Technology, Low Voltage Operations",8.2 A,Info Not Available,"High Ambient, Stabilizer Free Operation (Even at 55 DegreeC), Refrigerant Cooling PCB, Refrigerant Leakage Detector",Half Load Cooling Capacity: 2638 W,Yes,Info Not Available,Info Not Available
"Toshiba 1.8 Ton 3 Star Split Inverter AC  - White  (RAS-24QKCV3G-INZ / RAS-24QACV3G-INZ, Copper Condenser)",https://www.flipkart.com/toshiba-1-8-ton-3-star-split-inverter-ac-white/p/itmaa1644e1de908?pid=ACNFNXN6ZKPGYEZN&lid=LSTACNFNXN6ZKPGYEZNLXXFJB&marketplace=FLIPKART&srno=b_4_89&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFNXN6ZKPGYEZN.SEARCH&ssid=ytmywgtc0w0000001585503478267,Not Available,Toshiba,1 Indoor Unit1 Outdoor UnitRemoteRemote Control Holder2 ManualsInstallation PlateScrews,Split,RAS-24QKCV3G-INZ / RAS-24QACV3G-INZ,1.8 Ton,3 Star BEE Rating,2019,White,No,6000 W,Rotary,Yes,Yes,R32,Copper,105 cm x 32 cm x 25 cm,14 kg,78 cm x 55 cm x 29 cm,33 kg,"High - 47 dB, Low - 35 dB",No,Yes,3.96 W/W,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 - 240 V, 50 Hz",2000 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Carrier Hybridjet 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White  (18K BREEZO WIFI Inv (3 star), Copper Condenser)",https://www.flipkart.com/carrier-hybridjet-1-5-ton-3-star-split-inverter-ac-wi-fi-connect-white/p/itmf3xesn7qfhgqa?pid=ACNFFFGFTZUYSNBN&lid=LSTACNFFFGFTZUYSNBNMVRZTS&marketplace=FLIPKART&srno=b_4_90&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFFFGFTZUYSNBN.SEARCH&ssid=ytmywgtc0w0000001585503478267,54450,Carrier,1 Outdoor Unit 1 Indoor Unit,Split,18K BREEZO WIFI Inv (3 star),1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5276 W,Rotary,Yes,Yes,R-410A,Copper,965 mm x 324 mm x 228 mm,12.2 kg,780 mm x 540 mm x 250 mm,31 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Fan Motor (Number of Speed): Indoor - 4, Outdoor - 1",Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,Info Not Available,Additional Filter,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1700 W,Info Not Available,Info Not Available,Info Not Available,Remote Control Type: LCD,Info Not Available,Info Not Available,Info Not Available,Info Not Available,ISEER: 3.9 With Connecting Kit Pipe,Info Not Available,ODU Unit: Hybridjet,Refrigerant Leakage Detector,"Electricity Consumption units per Annum -1045.99units per annum, Cooling capacity - 2638W(50%), Power_Input -1700W(100%) & 632W(50%)",Info Not Available,Air Flow Rate: 640 CFM,Info Not Available
